Country,Beta0 (Coeff),Beta1 (GDP),Beta2 (Price),e0 (Coeff),e1 (GDP),e2 (Price),t0 (Coeff),t1 (GDP),t2 (Price),95%% Coeff. Int (Coeff),95%% Coeff. Int (GDP),95%% Coeff. Int (Price)
Afghanistan,4.44433424024,1.38972099698,-3.32245975902,3.45645561382,0.645842573033,0.283654231081,1.28580683127,2.1517952749,-11.7130625775,"[-2.81740953995, 11.7060780204]","[0.0328561007693, 2.74658589319]","[-3.91839518491, -2.72652433314]"
Albania,10.5455424417,0.641155200144,-1.03882202077,2.24440221184,0.33399661327,0.231717829439,4.69859741984,1.91964581277,-4.48313374626,"[5.83022836763, 15.2608565157]","[-0.0605456460407, 1.34285604633]","[-1.52564311575, -0.552000925783]"
Algeria,13.854282918,0.215538108426,-1.09764552863,1.53623799809,0.208608549888,0.0985754071266,9.01831808299,1.03321799869,-11.1350849124,"[10.6267666487, 17.0817991872]","[-0.222732191817, 0.653808408668]","[-1.30474477409, -0.890546283172]"
Andorra,15.2235911763,-0.33558054369,-0.915084458875,5.93313762963,0.607846220282,0.227573424295,2.56585842544,-0.552081320066,-4.02105149892,"[2.7585315624, 27.6886507902]","[-1.61261806496, 0.941456977577]","[-1.39319848175, -0.436970436001]"
Angola,11.9125413408,0.453082463547,-1.03056681464,1.37679415228,0.20604620795,0.167087487021,8.65237647984,2.19893619036,-6.16782760349,"[9.02000416139, 14.8050785202]","[0.0201954439572, 0.885969483138]","[-1.38160459877, -0.679529030513]"
Antigua and Barbuda,-8.32008208083,2.82274032718,0.68218507822,17.2245653883,1.93086077484,0.610768658413,-0.483035820833,1.46190774807,1.11692875661,"[-44.5075511387, 27.867386977]","[-1.23384763133, 6.87932828569]","[-0.600992257728, 1.96536241417]"
Argentina,18.7084041038,-0.00174446744799,-0.490310799513,2.05739389993,0.228873238984,0.0654981450995,9.09325341364,-0.00762198086474,-7.48587305439,"[14.3859799139, 23.0308282936]","[-0.48258929965, 0.479100364754]","[-0.627917296147, -0.352704302878]"
Armenia,17.3720038588,-0.212702336065,-0.528687290957,2.11603964356,0.334137894749,0.21800675463,8.20967788182,-0.63657052794,-2.42509591895,"[12.9075504555, 21.8364572621]","[-0.917671671552, 0.492266999421]","[-0.988641337949, -0.0687332439647]"
Aruba,-12.24956341,2.95044950859,0.20790591017,14.6772061979,1.50962890947,0.33085262086,-0.834597759601,1.95442038112,0.628394327449,"[-43.0852294004, 18.5861025804]","[-0.221163139892, 6.12206215707]","[-0.487189653067, 0.903001473408]"
Australia,32.783024644,-1.39118973059,-0.965123579479,2.71301731705,0.278048968267,0.110600116022,12.0836031668,-5.00339828361,-8.726243825,"[27.083186767, 38.4828625209]","[-1.97534893629, -0.80703052489]","[-1.19748580088, -0.732761358076]"
Austria,20.5497033379,-0.26426070526,-0.27317517632,8.45437221574,0.837875263834,0.229639316242,2.43065987794,-0.315393849976,-1.1895836514,"[2.78772641348, 38.3116802624]","[-2.02457131402, 1.4960499035]","[-0.755629477119, 0.209279124479]"
Azerbaijan,12.7618922616,0.255362947002,-0.926239170858,0.729836256544,0.112789634981,0.132858292561,17.485966403,2.26406395451,-6.97163235357,"[11.2220723583, 14.3017121649]","[0.0173976181018, 0.493328275902]","[-1.20654566615, -0.645932675569]"
"Bahamas, The",8.34867118715,1.00292924935,-0.0678436502958,1.60923319035,0.167910886792,0.0455266786515,5.187980982,5.97298524538,-1.49019547011,"[4.96779770965, 11.7295446647]","[0.650161566491, 1.35569693221]","[-0.163491652894, 0.0278043523021]"
Bahrain,5.51012566846,1.15789885327,0.0526646317214,7.8459876699,0.838978878434,0.245389489872,0.702285792469,1.38012872914,0.214616492943,"[-10.9736827547, 21.9939340916]","[-0.604730363727, 2.92052807027]","[-0.462879555994, 0.568208819437]"
Bangladesh,18.0420119055,-0.0836028018122,-0.630148393309,3.45919042985,0.601495864376,0.117585747269,5.21567467053,-0.138991482342,-5.35905420466,"[10.77452249, 25.309501321]","[-1.34729872039, 1.18009311677]","[-0.877186881364, -0.383109905254]"
Barbados,-0.943081530534,2.01809920242,0.406567272415,7.17448242035,0.792407444997,0.265453337897,-0.131449416875,2.54679485303,1.53159600718,"[-16.0161097748, 14.1299467137]","[0.353312936378, 3.68288546847]","[-0.151129495828, 0.964264040659]"
Belarus,15.3028468578,0.0522729881278,-1.07013449966,1.63861780861,0.220896812192,0.162198164273,9.33887498195,0.236639848303,-6.59769797304,"[11.8456654791, 18.7600282365]","[-0.413778547329, 0.518324523584]","[-1.41234271334, -0.727926285978]"
Belgium,17.6711864524,0.0672069853372,-0.351054044669,4.56960898276,0.454867306682,0.108696684433,3.86711128219,0.147750749174,-3.2296665395,"[8.07079422525, 27.2715786796]","[-0.888433764656, 1.02284773533]","[-0.579417304696, -0.122690784641]"
Belize,2.07691621204,1.81375498014,-0.139110048968,4.76206818185,0.5916031798,0.144068329183,0.436137437082,3.06583034383,-0.965583829265,"[-7.92781778833, 12.0816502124]","[0.570842820621, 3.05666713966]","[-0.441786377048, 0.163566279113]"
Benin,14.5985307336,-0.0397407337897,-1.20032939896,3.5239999512,0.602129130827,0.218120288053,4.1426024222,-0.0660003506807,-5.50306168065,"[7.19488156637, 22.0021799009]","[-1.30476709582, 1.22528562824]","[-1.65858311955, -0.742075678364]"
Bermuda,4.4445051055,1.23258341294,0.386120936734,1.5543340824,0.147247045526,0.056179026337,2.85942716938,8.37085327276,6.87304429981,"[1.17897037389, 7.71003983711]","[0.923228849639, 1.54193797625]","[0.268093182104, 0.504148691365]"
Bhutan,3.53235572051,1.228999624,-0.584004119533,2.97293230799,0.446410062556,0.16841854738,1.18817226717,2.75307329983,-3.46757603968,"[-2.71354328948, 9.77825473051]","[0.29112688459, 2.16687236341]","[-0.937838357709, -0.230169881356]"
Bolivia,15.1115555912,0.294298985822,-0.739310194274,1.71108732598,0.252821417326,0.0808546629856,8.83155135438,1.16405876106,-9.1436927318,"[11.5166945153, 18.7064166672]","[-0.236859102083, 0.825457073727]","[-0.909179537797, -0.569440850751]"
Bosnia and Herzegovina,13.3559747249,0.377344129354,-0.764027619576,5.14189014934,0.759412394001,0.639511019633,2.59748348117,0.496889611408,-1.19470594895,"[2.50753478831, 24.2044146615]","[-1.22487596951, 1.97956422822]","[-2.11327793099, 0.585222691842]"
Botswana,9.61636237052,0.589016553057,-0.845943092264,3.44965940963,0.433976408284,0.16272757245,2.78762661139,1.35725477656,-5.19852339422,"[2.36889688549, 16.8638278555]","[-0.322734048052, 1.50076715417]","[-1.18782103578, -0.504065148749]"
Brazil,19.5598957713,-0.0107106498908,-0.607058798697,1.31041536492,0.160943005682,0.0802548902639,14.9264853686,-0.0665493343146,-7.56413468015,"[16.8068152493, 22.3129762934]","[-0.348839357752, 0.32741805797]","[-0.77566806649, -0.438449530905]"
Bulgaria,13.7442595941,0.332001972686,-0.874436417549,1.1631192624,0.161332660945,0.129906261364,11.8167242504,2.05787204365,-6.73128768672,"[11.3006367003, 16.1878824879]","[-0.0069453705033, 0.670949315875]","[-1.14735934521, -0.601513489883]"
Burundi,3.33583936228,2.03202016522,-0.635528467008,2.05435639171,0.409139756568,0.0649712415175,1.62378805145,4.96656737116,-9.78168882361,"[-0.980203259568, 7.65188198414]","[1.1724494331, 2.89159089733]","[-0.772027980294, -0.499028953722]"
Cambodia,16.7123310182,-0.163177354007,-0.989186241626,4.55066609889,0.785920834346,0.218546181348,3.67250214694,-0.20762568808,-4.52621151064,"[7.11126479324, 26.3133972432]","[-1.82132537325, 1.49497066524]","[-1.45027837951, -0.528094103741]"
Cameroon,15.2093198635,0.0753719587906,-1.22228305164,2.35712567153,0.358016984455,0.102523085146,6.45248577415,0.210526209826,-11.9220276087,"[10.2571825885, 20.1614571384]","[-0.676793814631, 0.827537732212]","[-1.43767606086, -1.00689004243]"
Canada,8.2008586823,1.39099926108,0.0678550072821,4.86662881328,0.508746344247,0.190856017338,1.68512105545,2.7341705288,0.355529829389,"[-2.02354905319, 18.4252664178]","[0.322162853557, 2.4598356686]","[-0.333118606056, 0.46882862062]"
Cape Verde,18.4159464601,-0.409528348752,-0.90975071491,2.65725087874,0.367025294862,0.159422009665,6.93045079312,-1.11580415433,-5.70655655903,"[12.8332695225, 23.9986233977]","[-1.18061988005, 0.361563182549]","[-1.24468392872, -0.574817501104]"
Cayman Islands,-9.30476060017,2.44114344788,0.150568986498,6.30539503716,0.589600862101,0.127521456696,-1.47568241884,4.14033222268,1.18073452421,"[-22.5519040062, 3.94238280582]","[1.20243800175, 3.67984889401]","[-0.117343652478, 0.418481625474]"
Central African Republic,3.01317906998,1.7241459036,-0.607981850036,3.59799349421,0.617201855642,0.135046999308,0.837460955622,2.79348788057,-4.50200191898,"[-4.54592476265, 10.5722829026]","[0.427452921806, 3.0208388854]","[-0.89170506735, -0.324258632722]"
Chad,7.94971565989,0.946344968005,-0.804778427774,0.883932988853,0.155551635824,0.0809780779216,8.99357277094,6.08379952413,-9.93822585606,"[6.09264136151, 9.80678995826]","[0.619543107906, 1.2731468281]","[-0.974907056456, -0.634649799093]"
Chile,27.2045431377,-1.09739768026,-0.962195774415,3.17856984253,0.383830933972,0.16773789036,8.55873694316,-2.85906523714,-5.73630544864,"[20.5266156991, 33.8824705763]","[-1.90379654916, -0.290998811349]","[-1.31460000526, -0.609791543574]"
China,18.3222330819,0.153099920017,-0.49548247273,1.68919373328,0.261071585851,0.167295940691,10.8467328057,0.58642888891,-2.96171246405,"[14.7733687374, 21.8710974264]","[-0.395391128779, 0.701590968813]","[-0.846958201771, -0.144006743689]"
Colombia,16.326237026,0.374258812903,-0.662665486028,1.76383820442,0.232121555006,0.0870347522862,9.25608538529,1.61233976264,-7.61380332134,"[12.6205504669, 20.031923585]","[-0.113410478025, 0.86192810383]","[-0.845518715373, -0.479812256683]"
Comoros,-12.4222540457,3.97668680984,-1.33761577032,5.88211811366,0.927626431399,0.186679066468,-2.11186749495,4.28694857675,-7.16532279502,"[-24.780125634, -0.0643824574276]","[2.02781599501, 5.92555762468]","[-1.72981393551, -0.945417605122]"
Congo,11.1419322585,0.450380121623,-1.10758690457,1.68854199297,0.244127636584,0.133580064884,6.5985520673,1.84485512548,-8.29155836637,"[7.59443716954, 14.6894273474]","[-0.0625130107078, 0.963273253953]","[-1.38822820702, -0.826945602116]"
Costa Rica,26.5138680382,-1.05545563654,-0.969992483775,3.99517387158,0.494778218924,0.15203947785,6.63647412864,-2.13318936884,-6.37987250083,"[18.1203191968, 34.9074168796]","[-2.09494610171, -0.0159651713716]","[-1.28941557378, -0.650569393773]"
Cote d'Ivoire,14.0470019143,0.344077218229,-0.633178361593,2.02302398445,0.3022840636,0.0707972337808,6.94356667162,1.13825788277,-8.94354662999,"[9.79678623744, 18.2972175912]","[-0.290998033403, 0.979152469861]","[-0.781917830432, -0.484438892755]"
Croatia,17.6657447953,-0.092123327918,-0.327503373292,5.08692187286,0.612123658939,0.306980169816,3.47277690455,-0.150497904423,-1.06685514406,"[6.93327778473, 28.3982118059]","[-1.38359135911, 1.19934470327]","[-0.975174917655, 0.320168171071]"
Cuba,6.00328557669,1.50191822403,-0.179565853324,3.5597271964,0.44257521913,0.592145020034,1.68644540592,3.39358861298,-0.303246413038,"[-1.47542374748, 13.4819949009]","[0.572102191694, 2.43173425636]","[-1.42361637693, 1.06448467028]"
Cyprus,17.2425839085,-0.115741268315,-0.255232453281,4.80299956427,0.50886299776,0.160475190278,3.58996158084,-0.22745074573,-1.59047920641,"[7.1518562647, 27.3333115524]","[-1.18482275577, 0.953340219142]","[-0.592378317447, 0.0819134108854]"
Czech Republic,19.3521122194,-0.266493550025,-0.595955027668,3.88787097952,0.456585882132,0.285162235529,4.97756029492,-0.583665769035,-2.08988061326,"[11.1839983889, 27.5202260499]","[-1.22574489306, 0.692757793009]","[-1.19505865334, 0.00314859800018]"
Denmark,14.4691594122,0.315605491061,-0.203700409581,6.09462912802,0.594755157866,0.162160241771,2.37408365764,0.530647757966,-1.2561674018,"[1.66481875008, 27.2735000744]","[-0.933928728647, 1.56513971077]","[-0.544386435568, 0.136985616407]"
Djibouti,15.8888566897,-0.299971323972,-1.03728743805,3.28335110017,0.489852512632,0.152843859572,4.83921950621,-0.612370695743,-6.78658233933,"[8.99079199748, 22.7869213819]","[-1.32911326423, 0.729170616285]","[-1.35840047134, -0.716174404757]"
Dominica,18.4168430016,-0.287797706482,-0.779690085901,8.83581956949,1.08522252101,0.314197303465,2.08433896332,-0.265196953537,-2.4815301637,"[-0.146525075566, 36.9802110787]","[-2.56776561944, 1.99217020647]","[-1.43979412573, -0.119586046067]"
Dominican Republic,19.4296762858,-0.00121272175762,-0.713774461969,1.74185418273,0.233580369052,0.0845763873621,11.1545940403,-0.00519188218829,-8.43940589366,"[15.7701764424, 23.0891761292]","[-0.491946867267, 0.489521423752]","[-0.891462858262, -0.536086065676]"
Ecuador,21.2148008814,-0.349956486814,-0.903077816155,1.5189249492,0.201918417341,0.0856172422989,13.9669842756,-1.73315783385,-10.5478498478,"[18.0236579781, 24.4059437846]","[-0.774171340138, 0.074258366509]","[-1.08295296753, -0.723202664784]"
Egypt,22.4276655846,-0.595542614158,-0.799115947586,2.47940848945,0.356785515214,0.131899516964,9.04557102231,-1.66918943949,-6.05852065254,"[17.2186216424, 27.6367095269]","[-1.34512116671, 0.154035938394]","[-1.07622654987, -0.522005345299]"
El Salvador,23.0089343072,-0.563430821475,-0.997096461215,2.97175075461,0.400526841184,0.134269246835,7.74255185149,-1.40672425301,-7.42609707521,"[16.7655176488, 29.2523509657]","[-1.40490648983, 0.278044846877]","[-1.27918568122, -0.715007241212]"
Equatorial Guinea,10.7915354465,0.285963589145,-1.11273297816,2.45549421631,0.338390083863,0.509492786861,4.39485272449,0.845070830329,-2.18400143605,"[5.63273352781, 15.9503373653]","[-0.424967596242, 0.996894774533]","[-2.18313760342, -0.0423283529032]"
Estonia,10.8957186459,0.476438680091,-0.688782679966,1.35326224743,0.161612563488,0.119886800016,8.0514465445,2.94802996628,-5.74527537539,"[8.04058487538, 13.7508524164]","[0.13546597607, 0.817411384112]","[-0.941721718217, -0.435843641716]"
Ethiopia,14.0958104682,0.554537886301,-1.14543627346,0.778015618981,0.156196992222,0.0790678465054,18.1176445874,3.55024689279,-14.4867518731,"[12.4612603066, 15.7303606297]","[0.226380182722, 0.88269558988]","[-1.31155165486, -0.979320892063]"
Fiji,32.1866726536,-2.05990393647,-1.23411576515,6.33421431965,0.808923564758,0.22336165843,5.08139937006,-2.54647537322,-5.52519073251,"[18.8789821819, 45.4943631254]","[-3.75938928254, -0.360418590405]","[-1.70338119629, -0.764850334014]"
Finland,28.395799936,-1.14673118452,-0.718545696254,5.49207804118,0.552679165034,0.180456575576,5.17031981757,-2.07485871924,-3.98182052363,"[16.8573721325, 39.9342277394]","[-2.30786702352, 0.0144046544869]","[-1.09767089319, -0.33942049932]"
France,27.6749447686,-0.794102905519,-0.429460335729,4.9621962984,0.497621571581,0.12763128048,5.57715638487,-1.5957967879,-3.36485173629,"[17.2497571973, 38.1001323399]","[-1.83956703295, 0.251361221914]","[-0.697603705914, -0.161316965544]"
French Polynesia,40.7520350251,-2.61432003616,-0.94989727733,7.34371247607,0.752879365959,0.196856023513,5.54924163466,-3.47242885696,-4.82534016677,"[25.323467627, 56.1806024233]","[-4.19606088975, -1.03257918258]","[-1.36347643588, -0.536318118776]"
Gabon,13.2458498112,0.164212737852,-0.860886827821,2.36533637417,0.278683140453,0.0949886998048,5.59998567472,0.58924532566,-9.06304465258,"[8.27646249016, 18.2152371323]","[-0.421278814169, 0.749704289874]","[-1.06045068081, -0.661322974827]"
"Gambia, The",15.6084521453,0.0225599855855,-0.761756274154,8.09631250098,1.22854615435,0.368655629924,1.92784704684,0.0183631567326,-2.06630853382,"[-1.40126923266, 32.6181735233]","[-2.55851970753, 2.6036396787]","[-1.53627301232, 0.0127604640121]"
Georgia,16.2858611185,-0.185338342265,-0.894296077911,3.44896141793,0.521378690205,0.246691089591,4.72196094566,-0.355477402024,-3.6251657058,"[9.00918859165, 23.5625336454]","[-1.28535122481, 0.914674540281]","[-1.41476878164, -0.373823374179]"
Germany,28.959171938,-0.839079802764,-0.350954485394,5.3760041074,0.532727482583,0.10617441406,5.3867466169,-1.57506385572,-3.3054525283,"[17.6646064203, 40.2537374556]","[-1.95829871236, 0.280139106836]","[-0.574018652002, -0.127890318787]"
Ghana,16.7759644273,0.0505579229643,-1.15671402123,0.655265859772,0.109095633387,0.0669095626327,25.6017678582,0.463427557956,-17.2877235438,"[15.3993019403, 18.1526269143]","[-0.178643497713, 0.279759343642]","[-1.29728579607, -1.01614224639]"
Greece,20.7556485,-0.24271055035,-0.354764149165,4.10028454972,0.439587546191,0.138337086271,5.06200197774,-0.552132453372,-2.56449054068,"[12.1412703182, 29.3700266818]","[-1.16624971476, 0.680828614057]","[-0.645399582694, -0.064128715637]"
Greenland,10.9389110346,0.118277891777,-0.915034877818,7.20558553638,0.716716537543,0.428163295842,1.5181154924,0.165027434951,-2.13711657843,"[-4.19946243164, 26.0772845008]","[-1.38748767855, 1.62404346211]","[-1.81457258287, -0.015497172762]"
Grenada,-8.23030140688,3.11529517492,1.14544555367,7.95411645585,0.992897986506,0.496259554802,-1.03472226646,3.13757829833,2.30815818573,"[-24.9412799796, 8.48067716586]","[1.02929391135, 5.20129643848]","[0.102842917301, 2.18804819003]"
Guatemala,25.6963385404,-0.964023797142,-1.49690464553,2.96610479524,0.407614352069,0.123367880393,8.66332793824,-2.36503889583,-12.1336659167,"[19.4647836024, 31.9278934783]","[-1.82038977332, -0.107657820961]","[-1.75609094451, -1.23771834656]"
Guinea,9.2377910537,0.982231032367,-1.40267570078,4.22415881512,0.691886033691,0.108285833921,2.18689482522,1.41964280899,-12.9534552212,"[0.363162697535, 18.1124194099]","[-0.471367585148, 2.43582964988]","[-1.63017579591, -1.17517560565]"
Guinea-Bissau,14.1793901625,-0.0161481171167,-1.09095115965,3.30504207439,0.577048755399,0.266481929652,4.29022984984,-0.0279839735649,-4.0939029565,"[7.23575442452, 21.1230259005]","[-1.22848256563, 1.1961863314]","[-1.65080891899, -0.531093400323]"
Guyana,16.8211493632,0.146109130758,-0.357019244458,1.74491001965,0.255642815267,0.162556098337,9.64012423206,0.571536229583,-2.19628330225,"[13.1552294447, 20.4870692817]","[-0.390976494266, 0.683194755782]","[-0.69853693423, -0.0155015546854]"
Haiti,12.131966302,1.01091100501,-0.696253836524,1.59916633339,0.274842652814,0.121649761417,7.58643178554,3.67814454801,-5.72342952762,"[8.77224250619, 15.4916900979]","[0.433488018112, 1.5883339919]","[-0.951830501476, -0.440677171572]"
Honduras,22.4673612032,-0.604990096663,-0.988375703611,7.28757845905,1.10436939943,0.555927048413,3.08296663006,-0.547814976562,-1.77788741604,"[7.15672699858, 37.7779954078]","[-2.92518410849, 1.71520391516]","[-2.15633509239, 0.179583685166]"
Hong Kong,-0.839529200128,2.01839167253,0.26678202969,14.8239798864,1.48372665634,0.213577151082,-0.0566331853226,1.36035277381,1.24911315812,"[-31.9835552676, 30.3044968674]","[-1.09880236148, 5.13558570653]","[-0.181926914311, 0.715490973691]"
Hungary,23.5759217658,-0.751576532708,-0.729057399022,4.49555708442,0.541846603274,0.255621922406,5.24427147138,-1.38706513645,-2.85209262241,"[14.131106804, 33.0207367276]","[-1.88995400396, 0.386800938541]","[-1.26609912977, -0.19201566827]"
Iceland,4.90432303959,1.1039111159,0.0989320676656,4.5312658351,0.443853498865,0.121384207016,1.08232957811,2.48710693669,0.815032450247,"[-4.61551322357, 14.4241593028]","[0.171409517499, 2.03641271431]","[-0.156086688192, 0.353950823523]"
India,24.6353783602,-0.793910099907,-1.34505124818,6.2362697366,1.04282473324,0.354268575983,3.9503388084,-0.761307317136,-3.79669928231,"[11.5334618217, 37.7372948987]","[-2.98480356608, 1.39698336627]","[-2.08934190763, -0.600760588731]"
Indonesia,21.1375703725,-0.445975384756,-0.510063334197,1.50530684049,0.224463812073,0.101883687894,14.0420343573,-1.98684759311,-5.00632971518,"[17.975038054, 24.300102691]","[-0.917556354776, 0.0256055852641]","[-0.724113019635, -0.296013648759]"
Iran,16.6772879401,0.166427653677,-0.180590486405,2.86485154021,0.390196359176,0.188772149821,5.82134456393,0.426522825658,-0.956658524979,"[10.6584581972, 22.6961176829]","[-0.653344477337, 0.986199784691]","[-0.577186056547, 0.216005083738]"
Iraq,12.4577688267,0.556137251227,-0.506815211977,1.82836168195,0.295090590263,0.308627919332,6.81362388505,1.88463227761,-1.64215607283,"[8.61652347151, 16.2990141818]","[-0.0638250737238, 1.17609957618]","[-1.15521840993, 0.141587985981]"
Ireland,-0.110138262979,1.90807822608,0.46132069427,3.198186356,0.327845504348,0.157694453204,-0.0344377252353,5.82005304565,2.92540850295,"[-6.8292784671, 6.60900194115]","[1.2193003802, 2.59685607196]","[0.130016941911, 0.79262444663]"
Israel,26.7823067449,-0.785074893764,-0.433066025501,4.23523613491,0.438574882771,0.105721625732,6.32368677725,-1.79005894912,-4.09628609572,"[17.8844058034, 35.6802076863]","[-1.70648653127, 0.136336743747]","[-0.655178919131, -0.210953131871]"
Italy,28.1535422453,-0.854529465963,-0.441209713693,9.76472750824,0.990542398799,0.253101498587,2.88318769997,-0.862688429085,-1.74321256949,"[7.63861100628, 48.6684734843]","[-2.93558182339, 1.22652289147]","[-0.972956230494, 0.090536803107]"
Jamaica,16.8655423635,0.286924633749,-0.472739112094,3.45372488603,0.444907670575,0.189878463746,4.88329062682,0.644908264626,-2.48969315829,"[9.60953562957, 24.1215490975]","[-0.647791697233, 1.22164096473]","[-0.871658961545, -0.0738192626442]"
Japan,40.9123675559,-1.9775838371,-0.141917456991,6.14964473691,0.58859645772,0.070101564444,6.65280179688,-3.35982966115,-2.02445491932,"[27.9924433885, 53.8322917233]","[-3.21417910793, -0.740988566265]","[-0.289195378787, 0.00536046480489]"
Jordan,21.1444563416,-0.509163977213,-0.463903112253,2.89341088511,0.395873128924,0.162478110577,7.30779594782,-1.28617968741,-2.85517298672,"[15.0656256416, 27.2232870416]","[-1.34086255891, 0.322534604482]","[-0.805256955821, -0.122549268685]"
Kazakhstan,20.6633912984,-0.716137057454,-1.20136723748,1.91594548945,0.264462406845,0.184662050325,10.7849578248,-2.70789737566,-6.50576139148,"[16.6210996585, 24.7056829383]","[-1.27410396317, -0.158170151742]","[-1.59097010789, -0.811764367066]"
Kenya,16.2824448458,0.111994771747,-0.613635952234,2.15179731283,0.366864949702,0.136152093995,7.56690453545,0.305275202328,-4.50698872288,"[11.7616864451, 20.8032032464]","[-0.658759886873, 0.882749430368]","[-0.899680887334, -0.327591017134]"
Kiribati,19.2238112088,-1.00859361004,-1.44879678754,5.75562719131,0.846354683978,0.413940050739,3.34000284761,-1.19169141394,-3.50001596837,"[7.13168718711, 31.3159352304]","[-2.78671881947, 0.769531599386]","[-2.31845256347, -0.5791410116]"
"Korea, South",23.7069109396,-0.445040115379,-0.189746254421,4.80782320326,0.521024515353,0.153431235107,4.93090322528,-0.854163484183,-1.23668596091,"[13.6060492062, 33.8077726729]","[-1.53967200319, 0.649591772432]","[-0.512093317918, 0.132600809076]"
