Country,Beta0 (Coeff),Beta1 (GDP),Beta2 (Price),e0 (Coeff),e1 (GDP),e2 (Price),t0 (Coeff),t1 (GDP),t2 (Price),95%% Coeff. Int (Coeff),95%% Coeff. Int (GDP),95%% Coeff. Int (Price)
Kuwait,14.7584845152,0.272694577096,-0.136622520514,4.23781166685,0.43758508609,0.198097465481,3.48257206205,0.623180692771,-0.689673238281,"[5.85517258192, 23.6617964485]","[-0.646637574751, 1.19202672894]","[-0.55280985186, 0.279564810832]"
Kyrgyzstan,13.528914785,-0.0510605435709,-1.21873974458,2.52057682314,0.425216557945,0.161153799124,5.36738839333,-0.120081268278,-7.56258773421,"[8.21096253842, 18.8468670316]","[-0.948189061476, 0.846067974334]","[-1.5587445404, -0.87873494876]"
Laos,13.4311050401,0.18177466643,-0.832554369881,2.11772674939,0.35793210562,0.102726657304,6.3422276004,0.507846777576,-8.10456011837,"[8.98192623708, 17.8802838431]","[-0.570212783176, 0.933762116036]","[-1.04837506833, -0.61673367143]"
Latvia,12.3018892711,0.394189330624,-0.562162128249,1.2615248428,0.155597463801,0.117445895835,9.75160286489,2.53339174685,-4.78656256356,"[9.64030450599, 14.9634740363]","[0.0659073776259, 0.722471283622]","[-0.809951308836, -0.314372947663]"
Lebanon,13.2798186461,0.508447351601,-0.746684767342,2.73234941653,0.328619586621,0.109574898756,4.86021976754,1.54722168824,-6.81437788963,"[7.53936553523, 19.0202717569]","[-0.181956780786, 1.19885148399]","[-0.976893087196, -0.516476447488]"
Lesotho,13.661094366,-0.11547558914,-0.854246719882,2.29326230087,0.375641810066,0.170400257503,5.95705705396,-0.307408776249,-5.01317740009,"[8.84312905404, 18.479059678]","[-0.904669747145, 0.673718568864]","[-1.21224437653, -0.496249063232]"
Liberia,9.43321092642,1.28959031609,-0.0340686368785,2.96076040694,0.631985907929,0.373630615223,3.18607709841,2.0405365055,-0.0911826694344,"[3.21288413161, 15.6535377212]","[-0.0381628070013, 2.61734343918]","[-0.81903743131, 0.750900157553]"
Libya,0.710860642263,1.53646519353,-1.43562360595,3.26128308983,0.371799421011,0.166058794354,0.217969621981,4.13251099035,-8.6452729681,"[-6.14084088063, 7.56256216515]","[0.755343595384, 2.31758679168]","[-1.78450018698, -1.08674702491]"
Liechtenstein,-36.019471983,4.37085576885,-0.386998033565,9.53513822589,0.834559435248,0.22128015598,-3.77755110935,5.23732113525,-1.74890528186,"[-56.0520540385, -15.9868899275]","[2.61751145745, 6.12420008025]","[-0.851890390331, 0.077894323201]"
Lithuania,18.9873402977,-0.43257449472,-1.347066732,2.53773487432,0.312391630824,0.222166994978,7.48200313981,-1.3847185777,-6.06330716285,"[13.6331877274, 24.3414928679]","[-1.09166322382, 0.226514234376]","[-1.81579811888, -0.878335345113]"
Luxembourg,19.9893444239,-0.377914933578,-0.598430815605,4.13938371796,0.390078432957,0.141851905176,4.82906291997,-0.968817811108,-4.21870129175,"[11.2928219379, 28.68586691]","[-1.1974393108, 0.441609443645]","[-0.89645060964, -0.30041102157]"
Macau,23.0583577166,-0.834685303624,-0.734416735059,2.08756096892,0.217366349823,0.099098927961,11.0455972592,-3.83999319262,-7.41094530657,"[18.6725548667, 27.4441605666]","[-1.29135505877, -0.378015548474]","[-0.942615856976, -0.526217613141]"
Madagascar,-4.08328904947,3.16850635184,-0.91297980148,4.01634602351,0.708748014221,0.167614380962,-1.01666764406,4.47056822491,-5.44690614396,"[-12.5213189315, 4.35474083256]","[1.67948202779, 4.6575306759]","[-1.26512454871, -0.560835054254]"
Malawi,12.1322761241,0.37684063249,-0.989995415767,1.85009690713,0.35753129839,0.0917084705714,6.5576435901,1.05400739512,-10.795026998,"[8.24536675532, 16.0191854928]","[-0.374304752374, 1.12798601735]","[-1.18266776287, -0.797323068666]"
Malaysia,25.9873975893,-0.987402755135,-0.796859990451,2.72041675631,0.331511021988,0.106708738401,9.55272662875,-2.97849148187,-7.46761701422,"[20.2720140673, 31.7027811112]","[-1.68388156781, -0.290923942458]","[-1.02104673085, -0.572673250058]"
Maldives,-6.31290998325,2.50117015922,-0.0894548663242,2.83090759082,0.363452300501,0.205169890016,-2.22999507427,6.88170127351,-0.436003871315,"[-12.2604261347, -0.365393831806]","[1.73758521052, 3.26475510792]","[-0.520500810253, 0.341591077604]"
Mali,10.1931796614,0.910965477021,-0.900201173453,1.71864339674,0.293408038218,0.0764946606268,5.93094511679,3.10477341573,-11.7681569678,"[6.58244386987, 13.8039154529]","[0.294538062744, 1.5273928913]","[-1.06091049192, -0.739491854982]"
Malta,33.3818167139,-2.02649536729,-1.11126451806,4.72954109382,0.517889837098,0.179804816461,7.05815131992,-3.9129853921,-6.18039349519,"[23.4454195897, 43.3182138382]","[-3.11454154046, -0.938449194109]","[-1.48902041991, -0.733508616216]"
Marshall Islands,20.7712028647,-0.808759009123,-0.739222273,6.6853654158,0.867782300309,0.168496518854,3.10696597311,-0.931983757717,-4.38716644134,"[6.72577131557, 34.8166344138]","[-2.63190196997, 1.01438395173]","[-1.09322032316, -0.385224222835]"
Mauritania,15.6448983628,-0.270647018906,-1.44814708892,2.55417960277,0.397745281178,0.125426828795,6.12521466613,-0.680453123426,-11.5457522352,"[10.2787661406, 21.011030585]","[-1.10627884653, 0.564984808723]","[-1.71165907797, -1.18463509987]"
Mauritius,27.903836337,-1.59615356957,-1.19228557751,9.24683646008,1.12681205338,0.331913736039,3.01766300913,-1.41652156168,-3.59215497298,"[8.47695381553, 47.3307188585]","[-3.96349784772, 0.771190708585]","[-1.88961046102, -0.49496069401]"
Mexico,15.6171505251,0.684349931761,-0.483084107965,3.84149534251,0.455058432915,0.115933490187,4.06538317314,1.50387265077,-4.16690731198,"[7.54646829259, 23.6878327577]","[-0.271692359548, 1.64039222307]","[-0.726651332702, -0.239516883228]"
"Micronesia, Federated States of",9.97416768322,0.686647447032,-0.662343568932,6.17874747413,0.808467025497,0.133308339507,1.61427016155,0.849320288122,-4.96850813221,"[-3.00689906626, 22.9552344327]","[-1.01187874564, 2.38517363971]","[-0.94241399755, -0.382273140313]"
Moldova,17.4278132842,-0.324721459723,-0.755220737784,1.62989605568,0.260152441248,0.140104854875,10.6925918518,-1.24819685783,-5.39039663157,"[13.9890331956, 20.8665933727]","[-0.87359513288, 0.224152213433]","[-1.05081614313, -0.459625332439]"
Mongolia,14.3961020763,-0.0684753591241,-0.819213058252,1.95938918723,0.305017905618,0.144325003499,7.34723972662,-0.224496194692,-5.676168636,"[10.2621522461, 18.5300519066]","[-0.712006887916, 0.575056169667]","[-1.12371219891, -0.514713917598]"
Morocco,9.82642704609,0.959313592988,-1.07614417034,2.47559674482,0.347802636375,0.1521420037,3.96931651596,2.75821253969,-7.07328774545,"[4.62539128214, 15.02746281]","[0.228607368574, 1.6900198174]","[-1.39578265916, -0.756505681521]"
Mozambique,19.4261098924,-0.966275662717,-1.22090060133,2.79678526597,0.52932634647,0.193386354817,6.94587107877,-1.8254818963,-6.31327170155,"[13.5502820853, 25.3019376995]","[-2.0783490505, 0.145797725063]","[-1.62719025645, -0.814610946215]"
Namibia,18.1086297097,-0.525347197184,-0.936476148266,1.69955426127,0.220774967901,0.0944270243044,10.6549288378,-2.37955961302,-9.91745906603,"[14.5379987036, 21.6792607158]","[-0.98917819318, -0.0615162011873]","[-1.13485996482, -0.73809233171]"
Nepal,14.2749541643,0.245390694,-1.17248270277,3.22295577063,0.595542212603,0.227263376582,4.42914987986,0.412045844622,-5.15913615474,"[7.50377535103, 21.0461329775]","[-1.00579706635, 1.49657845435]","[-1.64994533957, -0.695020065972]"
Netherlands,28.205155737,-0.937919515595,-0.686233902118,8.12855271761,0.815766103646,0.242141801476,3.46988654892,-1.1497407301,-2.83401667096,"[11.1277001774, 45.2826112967]","[-2.65178050243, 0.775941471237]","[-1.1949549497, -0.177512854534]"
New Caledonia,18.6005126097,-0.541766897607,-0.805742710568,4.51076724138,0.465763991308,0.2249740766,4.12358067138,-1.16317900851,-3.58149135555,"[9.12374229384, 28.0772829255]","[-1.5203007325, 0.436766937283]","[-1.27839570658, -0.333089714556]"
New Zealand,29.7208290229,-1.25923685889,-0.900874051433,5.55957012657,0.581840752966,0.195494298888,5.34588616498,-2.16422939175,-4.6081857965,"[18.0406056097, 41.401052436]","[-2.48163892071, -0.0368347970728]","[-1.31159233271, -0.490155770158]"
Nicaragua,16.7103623739,0.136116883839,-0.871249558283,1.81619961063,0.27420343923,0.127271251261,9.20073007175,0.496408375551,-6.84561163384,"[12.8946685824, 20.5260561653]","[-0.43996316515, 0.712196932827]","[-1.13863653515, -0.60386258142]"
Niger,6.06832134429,1.45722065841,-1.07071156354,1.69514009282,0.31690138029,0.0832567258152,3.579834711,4.59834115292,-12.8603611667,"[2.50696416199, 9.62967852659]","[0.791435563972, 2.12300575284]","[-1.2456274538, -0.895795673273]"
Nigeria,17.5437474319,0.0588856571798,-0.82442831367,2.03260977569,0.378162935085,0.328258678644,8.63114388293,0.15571504163,-2.51152023482,"[13.2733927549, 21.8141021088]","[-0.735605187944, 0.853376502303]","[-1.51407420653, -0.134782420806]"
Norway,25.5608222973,-0.785741544708,-0.894291938281,2.21683054366,0.217381563935,0.110466024656,11.5303455965,-3.61457305985,-8.09562886929,"[20.9034341486, 30.2182104459]","[-1.24244326352, -0.329039825895]","[-1.12637244418, -0.662211432384]"
Oman,14.9331015845,0.0481135393239,-0.935978884756,2.85931359954,0.323754444015,0.184718972816,5.22261761946,0.148611208937,-5.06704249426,"[8.92590662329, 20.9402965458]","[-0.632069307734, 0.728296386381]","[-1.324059046, -0.547898723516]"
Pacific Islands (Palau),31.8889656607,-1.95470048528,-1.22446129144,8.28578099977,0.933783879055,0.281283021109,3.84863728134,-2.09331144939,-4.35312905347,"[14.4811857377, 49.2967455837]","[-3.91650761761, 0.00710664704593]","[-1.81541499003, -0.633507592844]"
Pakistan,37.3732352114,-3.00353334554,-1.21190148875,4.34609618922,0.708861288695,0.205021316385,8.59926554414,-4.23712423495,-5.9110999291,"[28.2424259385, 46.5040444844]","[-4.49279565044, -1.51427104065]","[-1.64263529106, -0.781167686435]"
Panama,20.8638230896,-0.354401698306,-0.401868658782,1.84810172362,0.229880555553,0.0860780105468,11.2893261356,-1.54167757883,-4.66865644581,"[16.9811054459, 24.7465407334]","[-0.837362824091, 0.128559427479]","[-0.58271184832, -0.221025469244]"
Papua New Guinea,11.4167557312,0.444286068941,-0.867554536399,1.85160386907,0.268680563394,0.156444932387,6.16587377132,1.65358470047,-5.54543073502,"[7.52668035284, 15.3068311095]","[-0.120190848477, 1.00876298636]","[-1.19623314294, -0.538875929862]"
Paraguay,18.4266662422,-0.276678695945,-0.604517912606,1.39864295772,0.189852690539,0.0521518331889,13.1746748808,-1.45733355245,-11.5914988149,"[15.4882264259, 21.3651060585]","[-0.675544397897, 0.122187006007]","[-0.714084848392, -0.494950976821]"
Peru,18.3319528221,0.0298934536555,-0.677638869353,2.51764347081,0.337304740164,0.10023588482,7.28139350731,0.0886244694958,-6.76044183748,"[13.0425801648, 23.6213254794]","[-0.678757509234, 0.738544416545]","[-0.888226648994, -0.467051089712]"
Philippines,24.2223015509,-0.64440511077,-1.04724450732,1.68159823645,0.244833711132,0.0831820998225,14.4043333454,-2.63201136718,-12.5897820511,"[20.6893947531, 27.7552083487]","[-1.15878165068, -0.130028570858]","[-1.22200361419, -0.87248540045]"
Poland,14.7835697478,0.481620776518,-0.350736344404,2.13287360228,0.265996657796,0.118106015608,6.93129200529,1.81062717294,-2.96967383581,"[10.3025685877, 19.2645709079]","[-0.0772174644765, 1.04045901751]","[-0.598867875681, -0.102604813127]"
Portugal,26.1015846952,-0.892820068884,-0.602158558005,6.56685480878,0.708234270278,0.180591455861,3.97474673268,-1.2606281655,-3.33436903277,"[12.3051346923, 39.898034698]","[-2.38076505697, 0.595124919197]","[-0.981567127902, -0.222749988109]"
Qatar,8.34967648432,0.728630714156,-0.566131959158,1.85533975882,0.187271865598,0.136982305299,4.50034903021,3.89076443399,-4.13288386351,"[4.45175229288, 12.2476006758]","[0.335187124204, 1.12207430411]","[-0.853921103485, -0.278342814831]"
Romania,23.1411231578,-0.802147448937,-1.00266177233,2.6539824603,0.364717123175,0.235498030669,8.71939566441,-2.19936876545,-4.25762274732,"[17.5653129125, 28.716933403]","[-1.56838969147, -0.0359052064058]","[-1.49742477539, -0.507898769259]"
Russia,21.5283704407,-0.395092340755,-0.593180825592,1.09864013995,0.141937451785,0.0825749533352,19.5954704893,-2.78356653431,-7.18354418179,"[19.210442359, 23.8462985224]","[-0.69455418761, -0.0956304939007]","[-0.767398748478, -0.418962902707]"
Rwanda,12.3731204014,0.267953290369,-0.81784765912,2.39492260719,0.436387664803,0.162364036674,5.1663967613,0.614025812324,-5.03712321937,"[7.32027537701, 17.4259654257]","[-0.652744202806, 1.18865078354]","[-1.16040583298, -0.475289485266]"
Saudi Arabia,30.8657489517,-1.38569886613,-1.00488337571,2.7287573156,0.304167533078,0.120960781255,11.3112839956,-4.55570932277,-8.30751393372,"[25.1328425649, 36.5986553385]","[-2.0247311403, -0.746666591958]","[-1.25901254706, -0.750754204368]"
Senegal,15.5561158942,0.179545580879,-0.938499232831,2.18760184004,0.343362411945,0.111455776674,7.11103620846,0.522904006474,-8.42037318149,"[10.9601349732, 20.1520968153]","[-0.541832078167, 0.900923239924]","[-1.17265913056, -0.704339335104]"
Serbia,20.3981340447,-0.426866681007,-0.877485355469,1.37772619127,0.181564118157,0.0980501607964,14.805651641,-2.35105198836,-8.94935151907,"[17.4913858643, 23.304882225]","[-0.809933485871, -0.043799876144]","[-1.08435311213, -0.670617598811]"
Seychelles,18.1769169184,-0.570059771023,-0.797632200778,9.18640599367,1.02538107076,0.200182764896,1.97867554851,-0.555949185411,-3.98451985211,"[-1.1230059043, 37.4768397411]","[-2.72430546222, 1.58418592017]","[-1.21820058362, -0.377063817932]"
Sierra Leone,11.1495285745,0.899574716135,-0.616622065749,1.7836430667,0.327346275865,0.159359375337,6.25098641237,2.74808293987,-3.86938053971,"[7.40223354372, 14.8968236052]","[0.211845710379, 1.58730372189]","[-0.951423689713, -0.281820441785]"
Singapore,12.7044848374,0.56714025252,-0.225756956379,5.58173510561,0.562479222767,0.172505907857,2.27608164791,1.0082865812,-1.30869115837,"[0.977694531204, 24.4312751435]","[-0.614584743769, 1.74886524881]","[-0.588178420267, 0.136664507509]"
Slovakia,23.3090544486,-0.874383044845,-1.14620909046,2.34326491815,0.280609302757,0.171923324881,9.94725533083,-3.11601588491,-6.66697838266,"[18.3651976213, 28.252911276]","[-1.46641692309, -0.282349166602]","[-1.50893559948, -0.78348258143]"
Slovenia,12.8600920199,0.264930486174,-0.419565749874,3.87234170064,0.426179899909,0.231399300462,3.32101168081,0.621640030959,-1.81316775391,"[4.6901651772, 21.0300188626]","[-0.634230505614, 1.16409147796]","[-0.907775598688, 0.068644098939]"
Solomon Islands,17.9944358079,-0.753584404156,-0.727341572354,3.33613500346,0.474039743945,0.185210476946,5.39379725017,-1.58970722135,-3.92710814393,"[10.9854762499, 25.0033953658]","[-1.74950495016, 0.242336141847]","[-1.11645434545, -0.338228799255]"
Somalia,-4.64688557518,3.49590608615,-4.14811212261,11.6968832338,2.22516676221,1.17717809764,-0.397275537621,1.57107599553,-3.52377616517,"[-29.2211253631, 19.9273542128]","[-1.17899580779, 8.17080798009]","[-6.62127153322, -1.674952712]"
South Africa,23.9337911258,-0.738518883841,-0.824475098768,3.08268673503,0.383962109459,0.139188683929,7.76393879203,-1.92341604978,-5.92343483319,"[17.457306621, 30.4102756306]","[-1.54519334222, 0.0681555745391]","[-1.11689967259, -0.53205052495]"
Spain,19.9354138316,-0.101436993267,-0.431810310377,5.18805261584,0.543345345465,0.170031275933,3.84256199923,-0.186689725262,-2.53959342485,"[9.03571974508, 30.8351079182]","[-1.24296320502, 1.04008921848]","[-0.789032765515, -0.0745878552403]"
Sri Lanka,14.76728344,0.27675507598,-1.02729663698,1.79343092276,0.270630830986,0.111119920006,8.23409658697,1.02262951701,-9.24493679373,"[10.9994248868, 18.5351419933]","[-0.291819201608, 0.845329353567]","[-1.26075092603, -0.793842347928]"
Sudan,13.9574487125,0.214232437915,-0.992321542524,1.46181051376,0.241124549625,0.113356403693,9.54805604494,0.888472112228,-8.7539963354,"[10.8862987855, 17.0285986395]","[-0.292351442835, 0.720816318665]","[-1.23047450945, -0.754168575603]"
Suriname,16.2011923193,0.000324233160989,-0.613021074479,4.71756703039,0.630517957482,0.371986209624,3.43422620493,0.000514233031972,-1.64796720582,"[6.28995176884, 26.1124328698]","[-1.32434484048, 1.3249933068]","[-1.39453510094, 0.168492951986]"
Swaziland,9.87354522052,0.469449524948,-0.766615790783,2.99070049361,0.409997843527,0.131258964823,3.30141558529,1.14500486371,-5.84048329057,"[3.59031663774, 16.1567738033]","[-0.39192398097, 1.33082303087]","[-1.04238064296, -0.490850938608]"
Sweden,32.1597950771,-1.37232086207,-0.673869301042,5.1775400353,0.513114566663,0.147006060165,6.21140442331,-2.67449211391,-4.58395592865,"[21.2821871027, 43.0374030515]","[-2.45033456435, -0.294307159803]","[-0.982717572893, -0.365021029192]"
Switzerland,33.566621812,-1.40889666764,-0.59593814016,5.3863214607,0.515019505402,0.149790496912,6.23182668486,-2.73561807438,-3.97847762338,"[22.2503803394, 44.8828632846]","[-2.49091249769, -0.326880837582]","[-0.910636296542, -0.281239983779]"
Syria,13.0516797081,0.538274772565,-0.549676161008,2.79688715496,0.399129527364,0.152261114447,4.66650207356,1.3486217773,-3.61008891209,"[7.1756378402, 18.927721576]","[-0.300265248385, 1.37681479351]","[-0.869564892221, -0.229787429794]"
Tajikistan,9.51673263295,0.608401916489,-0.857546073406,2.03878857757,0.378509873486,0.200547955208,4.66783693889,1.60736075624,-4.27601504348,"[5.21526473209, 13.8182005338]","[-0.190184110955, 1.40698794393]","[-1.28066527341, -0.434426873406]"
Tanzania,16.9169139157,-0.299381316329,-1.10535639497,2.11967445673,0.394144236148,0.184287278707,7.98090190784,-0.759572990981,-5.99800703948,"[12.4636431315, 21.3701847]","[-1.12744762908, 0.528684996428]","[-1.49252960054, -0.7181831894]"
Thailand,19.1553090259,-0.0990871556001,-0.34418820302,1.8743649026,0.244209318455,0.0590313075202,10.2196263915,-0.405746825006,-5.83060442803,"[15.2174144906, 23.0932035612]","[-0.612151895174, 0.413977583974]","[-0.468208378053, -0.220168027986]"
Togo,7.50861592784,1.25719105459,-1.15922893359,2.07649393383,0.357373896326,0.108010287582,3.61600667621,3.51785921555,-10.732578901,"[3.14606405583, 11.8711677999]","[0.50637635919, 2.00800574999]","[-1.38615012734, -0.932307739834]"
Tonga,26.3592520471,-1.43142687754,-0.827640449763,2.56195006702,0.333293944302,0.096512381715,10.2887454312,-4.29478813525,-8.57548466897,"[20.9767946853, 31.7417094089]","[-2.131651471, -0.731202284076]","[-1.03040543966, -0.624875459861]"
Trinidad and Tobago,18.8911156395,-0.0872421019755,-0.543683289768,3.44819651198,0.414228738363,0.25188979051,5.47854960524,-0.21061334933,-2.1584173327,"[11.6467235884, 26.1355076906]","[-0.957504388104, 0.783020184153]","[-1.07288410236, -0.0144824771739]"
Tunisia,8.80752920216,0.842786020176,-1.20406798583,2.70256127386,0.352738551272,0.138379672868,3.25895634166,2.38926541241,-8.70119115673,"[3.12965865681, 14.4853997475]","[0.101709823366, 1.58386221699]","[-1.49479289048, -0.913343081178]"
Turkey,23.7144693694,-0.692493565345,-0.674782621656,4.00052278397,0.497878912991,0.22197329639,5.92784259708,-1.39088751758,-3.03992702109,"[15.3096828801, 32.1192558588]","[-1.73849834702, 0.35351121633]","[-1.14113121239, -0.208434030925]"
Turkmenistan,12.6733652644,0.00463519430592,-1.23984986476,1.80766435186,0.278203873889,0.212120132367,7.01090622902,0.0166611422088,-5.84503625812,"[8.85952685537, 16.4872036735]","[-0.582323672639, 0.591594061251]","[-1.6873842244, -0.792315505122]"
Turks and Caicos Islands,-6.90538262301,2.33771477608,0.207114827117,5.0098691237,0.526613057351,0.20791307395,-1.37835589164,4.43915080237,0.99616067033,"[-17.4307270837, 3.61996183769]","[1.23134179721, 3.44408775495]","[-0.2296943324, 0.643923986633]"
Tuvalu,7.26765873262,0.624268992444,-0.702997545713,7.75774429317,1.02242048014,0.617829803049,0.936826280677,0.610579506741,-1.13784984513,"[-9.03075723546, 23.5660747007]","[-1.52375672867, 2.77229471356]","[-2.00100979606, 0.59501470463]"
Uganda,11.1091878495,0.773336781617,-0.914752372881,1.89879456526,0.350238238332,0.112394579138,5.85065285777,2.20803069733,-8.13875882538,"[7.1199684975, 15.0984072016]","[0.0375135473691, 1.50916001586]","[-1.1508846214, -0.678620124367]"
Ukraine,22.1134147718,-0.686782844703,-0.931222705158,1.00555553631,0.147068863774,0.0819636117275,21.9912416304,-4.66980451933,-11.3614161886,"[19.9918780369, 24.2349515067]","[-0.997071024507, -0.376494664899]","[-1.10415081, -0.75829460032]"
United Arab Emirates,-1.46742182995,1.86131963027,-0.56140719673,6.00615937695,0.585713157708,0.133811263026,-0.24431949568,3.17786890354,-4.19551526556,"[-14.0858944422, 11.1510507823]","[0.630781947986, 3.09185731256]","[-0.842534228454, -0.280280165006]"
United Kingdom,2.18314817919,1.88764441008,0.174194421147,4.67134589542,0.4743047016,0.140762117578,0.467348860064,3.97981382793,1.23750924002,"[-7.63098537008, 11.9972817285]","[0.891167208698, 2.88412161146]","[-0.121535814104, 0.469924656398]"
Uruguay,18.7011127248,-0.204716691086,-0.56329050341,1.56729814887,0.181592257702,0.0661602591652,11.9320709581,-1.12734261733,-8.51403108932,"[15.4083415002, 21.9938839494]","[-0.58622786763, 0.176794485458]","[-0.702288050078, -0.424292956742]"
Uzbekistan,14.5363201267,0.0913340570519,-1.30489104203,1.22252197053,0.191805631263,0.0607057279392,11.8904367178,0.476180268798,-21.4953528493,"[11.957024229, 17.1156160244]","[-0.313340451703, 0.496008565807]","[-1.4329689325, -1.17681315156]"
Vanuatu,9.70081384264,0.469635546487,-0.17761384633,15.6055703829,2.06622691449,0.681048923095,0.621625073909,0.227291370175,-0.260794548389,"[-23.0852729252, 42.4869006105]","[-3.8713461183, 4.81061721127]","[-1.60844453934, 1.25321684668]"
Venezuela,21.5737924969,-0.36692555955,-0.483976241882,2.69070620308,0.34184941657,0.209441052109,8.01789228129,-1.0733543536,-2.31079932519,"[15.9208285311, 27.2267564628]","[-1.08512453327, 0.351273414166]","[-0.923995564389, -0.0439569193741]"
Vietnam,-1.18024309204,3.37747984562,1.07362798206,4.50636587726,0.774958305858,0.365288953986,-0.261905740499,4.35827298074,2.93911975805,"[-10.647766485, 8.28728030087]","[1.74935286057, 5.00560683066]","[0.306184367573, 1.84107159654]"
Yemen,15.414738558,0.235650977087,-0.532313781123,1.84945206432,0.306669957886,0.153596766546,8.33475971362,0.768418852344,-3.46565746853,"[11.5291839537, 19.3002931623]","[-0.408638696516, 0.879940650691]","[-0.85500861327, -0.209618948976]"
Zambia,17.0684983125,-0.351102083028,-1.08017149423,1.17279304893,0.20017355839,0.10534383071,14.5537171525,-1.7539883182,-10.2537707899,"[14.6045515474, 19.5324450777]","[-0.771651123724, 0.0694469576674]","[-1.30149066997, -0.858852318485]"
Zimbabwe,8.48280709979,1.11725978425,-1.21765489175,1.85139107107,0.288074944667,0.072326425472,4.58185589869,3.87836500513,-16.8355463969,"[4.59317879346, 12.3724354061]","[0.512036783759, 1.72248278474]","[-1.36960707312, -1.06570271039]"
